1	PASS	My boyfriend is beating me up. What can I do?	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?	"It sounds like you are having legal issues regarding Abuse
48	FAIL	My ex is telling lies about me to our children. What can I do?	It sounds like you are having issues relating to Family Law. Is this correct?	Hmmm....I'm not sure I understand…
51	FAIL	I'm getting remarried and want my new husband to also have legal custody. What do I need to do?	It sounds like you are having issues relating to Family Law. Is this correct?	"It sounds like you need help with legal issues related to Child Custody
52	FAIL	"My ex and I have a fifty-fifty custody agreement. She wants to move to Nashville for a new job. If she moves	It sounds like you are having issues relating to Family Law. Is this correct?	I want the kids to have more time with me and in their regular school. Can our previous agreement be changed so that I get the kids more?"
53	FAIL	"My ex-husband smokes pot while around our teenage son. I've asked him to not do that	It sounds like you are having issues relating to Family Law. Is this correct?	but according to my son
65	FAIL	How do I get a learner's permit?	It sounds like you are having issues relating to a Driver's License. Is this correct?	"Below this are a few links related to how Virginia's self-help resources can help you
74	PASS	Do I need to get misdemeanors expunged to get a job?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
75	FAIL	"If I get my record expunged	It sounds like you are looking for information relating to Expungement and/or Clearing Your Record. Is this correct?	can I carry a gun?"
77	FAIL	I'm going to get a job that pays less so I don't have to pay as much support. Who do I tell I'm going to be making less for that?	I'm doing very well. Thanks!	"Below this are a few links related to how Virginia's self-help resources can help you
79	FAIL	Someone called social services on me. Now they're taking away my kids. What do I do to get them back?	It sounds like you are having issues relating to Family Law. Is this correct?	"Below this are a few links related to how Virginia's self-help resources can help you
81	PASS	filing fees	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
82	PASS	waive a filing fee	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
83	PASS	pay to file	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
84	PASS	cost to file	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
85	PASS	cost to bring a case	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
86	FAIL	how much money to bring my case?	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Below this are a few links related to how Virginia's self-help resources can help you
87	PASS	Are there exceptions to fees?	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
88	PASS	cost to sue	Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income, you can request a fee waiver using a specific form that must be approved by the judge. Virginia Legal Aid also provides an online self-help tool to help you create the fee waiver form. Would you like me to direct you to the Virginia court's filing fees and waivers information page?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
89	PASS	find a case	You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality, no case information is available online for Juvenile and Domestic Relations Court cases. Note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. Would you like me to direct you to the Virginia court's case search page?	"You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality
90	PASS	how do i find my court date	You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality, no case information is available online for Juvenile and Domestic Relations Court cases. Note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. Would you like me to direct you to the Virginia court's case search page?	"You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality
91	PASS	where can I find information about my case	You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality, no case information is available online for Juvenile and Domestic Relations Court cases. Note that there is no statewide search option for circuit court cases, and many circuit courts use different online systems or may not have online case information available. Would you like me to direct you to the Virginia court's case search page?	"You can find information about civil and criminal cases in Virginia's General District Court and Circuit Court online by selecting an individual court location. To protect confidentiality
93	FAIL	I lost my traffic ticket. Where do I pay it off?	Goodbye.	bye / til next time
94	PASS	I got a summons. Do I need a lawyer?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
95	PASS	How do I know if a lawyer is good?	A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices, and those charged with crimes carrying jail time may be eligible for a public defender. Remember, only a licensed Virginia lawyer can give legal advice, file documents, or represent you in court. Would you like me to direct you to the Virginia court's information page about finding a lawyer?	"A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices
96	PASS	Is there a lawyer referral in Virginia?	A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices, and those charged with crimes carrying jail time may be eligible for a public defender. Remember, only a licensed Virginia lawyer can give legal advice, file documents, or represent you in court. Would you like me to direct you to the Virginia court's information page about finding a lawyer?	"A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices
97	PASS	Where do I find a lawyer in Virginia?	A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices, and those charged with crimes carrying jail time may be eligible for a public defender. Remember, only a licensed Virginia lawyer can give legal advice, file documents, or represent you in court. Would you like me to direct you to the Virginia court's information page about finding a lawyer?	"A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices
98	PASS	How can I find a pro bono attorney?	A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices, and those charged with crimes carrying jail time may be eligible for a public defender. Remember, only a licensed Virginia lawyer can give legal advice, file documents, or represent you in court. Would you like me to direct you to the Virginia court's information page about finding a lawyer?	"A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices
99	PASS	Legal Aid won't take my case. Are there any other places that will take my case? I want to sue the City of Richmond.	A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices, and those charged with crimes carrying jail time may be eligible for a public defender. Remember, only a licensed Virginia lawyer can give legal advice, file documents, or represent you in court. Would you like me to direct you to the Virginia court's information page about finding a lawyer?	"A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices
100	FAIL	I want to settle out of court. What do I do?	It sounds like you are looking for information relating to Court Glossary Information. Is this correct?	It sounds like you are looking for information relating to Courthouse Device Policy. Is this correct?
101	PASS	Someone told me to try ADR instead of suing. What's that	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
102	PASS	Is there a cheaper way to sue someone?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
103	PASS	How does mediation work?	Mediation is an alternative dispute resolution process where a trained neutral mediator helps parties communicate and reach a mutually agreeable resolution. In Virginia, mediation is voluntary and confidential, and courts offer various dispute resolution services, some at no cost. The Virginia Judicial System provides a directory of private mediators and links to Resolution Virginia. Would you like me to direct you to the Virginia court's mediation resources page?	"Mediation is an alternative dispute resolution process where a trained neutral mediator helps parties communicate and reach a mutually agreeable resolution. In Virginia
104	PASS	How does a mediator qualify?	Mediation is an alternative dispute resolution process where a trained neutral mediator helps parties communicate and reach a mutually agreeable resolution. In Virginia, mediation is voluntary and confidential, and courts offer various dispute resolution services, some at no cost. The Virginia Judicial System provides a directory of private mediators and links to Resolution Virginia. Would you like me to direct you to the Virginia court's mediation resources page?	"Mediation is an alternative dispute resolution process where a trained neutral mediator helps parties communicate and reach a mutually agreeable resolution. In Virginia
106	PASS	courtforms	Hmmm....I'm not sure I understand. I need a little help sometimes. Can you say it in a different way?	"Hmmm....I'm not sure I understand. I need a little help sometimes. Can you say it in a different way? I understand the best when people ask me short questions or tell me one thing at a time instead of ""the whole story."" For example
120	PASS	How do I get legal help?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
121	PASS	help	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
122	FAIL	legal assistance	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"A lawyer is someone licensed to practice law in Virginia who can provide legal advice. The Virginia State Bar offers a Lawyer Referral Service at 1-800-552-7977. Low-income persons may qualify for free legal aid through local offices
123	PASS	help	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
124	PASS	How do I get assistance?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
125	FAIL	How do I change my guardian?	It sounds like you are having issues relating to Guardianships and/or Conservatorships. Is this correct?	It sounds like you are looking for information relating to a Name Change. Is this correct?
126	FAIL	I want to file a complaint against my guardian	It sounds like you are having issues relating to Guardianships and/or Conservatorships. Is this correct?	It sounds like you are having issues relating to Housing. Is this correct?
129	FAIL	Who needs a guardian?	It sounds like you are having issues relating to Guardianships and/or Conservatorships. Is this correct?	"Below this are a few links related to how Virginia's self-help resources can help you
130	FAIL	My mom was diagnosed with dementia. I think she will need a legal guardian. Who should I call?	It sounds like you are having issues relating to Guardianships and/or Conservatorships. Is this correct?	"Below this are a few links related to how Virginia's self-help resources can help you
131	FAIL	I need to have power of attorney over my mother's affairs. Where do I go?	It sounds like you are having issues relating to Guardianships and/or Conservatorships. Is this correct?	"It sounds like you are looking for information relating to Juvenile Issues. Is this correct?"""
141	FAIL	"I've been transferred from Oceana to Guam	It sounds like you are looking for information relating to Services for Seniors (including a range of topics like long term care issues, public benefits like Medicaid and SSI, Guardianship, abuse/neglect, and more). Is this correct?	effective at the end of the month. The landlord won't let me out of my lease. I think he has to. Which is correct?"
146	PASS	where can I go to ask a legal question?	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	"It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news
147	PASS	where can I find legal answers	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	"It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news
148	FAIL	legal qa	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	It sounds like you are looking for information relating to accessing legal information through the OLIR (Online Legal Information Resources) system. Is this correct?
149	FAIL	Q&A	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	NOT FOUND
151	PASS	where can I find legal answers	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	"It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news
152	FAIL	legal qa	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	It sounds like you are looking for information relating to accessing legal information through the OLIR (Online Legal Information Resources) system. Is this correct?
153	FAIL	Q&A	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	Hmmm....I'm not sure I understand. I need a little help sometimes. Can you say it in a different way?
154	PASS	where can I find answers to questions?	It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news, updates, and helpful posts can be found. Does this sound helpful?	"It sounds like a good place to begin would be Legal Questions and Answers. This is also where various news
155	FAIL	legal self help	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"It sounds like you are looking for information relating to Legal Self-Help or Self-Representation. I can share some links related to legally representing yourself correctly
156	FAIL	My friend is schizo and off meds. Can he be committed?	It sounds like you are looking for information relating to Mental Health. Is this correct?"	It's my pleasure to help.
158	FAIL	I'm thinking about suicide. I need someone to talk to	It sounds like you are looking for information relating to Mental Health. Is this correct?"	"Below this are a few links related to how Virginia's self-help resources can help you
170	PASS	I am representing myself in the court of appeals. What do I need to know?	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
171	PASS	I don't have an attorney for my case in the court of appeals. What can I do?	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
172	PASS	I am a pro se litigant in the court of appeals.	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
173	PASS	I want to act as my own lawyer in the court of appeals.	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
174	PASS	Do I have to hire an attorney for the Court of Appeals?	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
175	PASS	Do I have to hire a lawyer for my appeal?	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
176	PASS	I want to represent myself on appeal.	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
177	PASS	What resources are available to litigants representing themselves on appeal?	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
178	PASS	I have no lawyer for my appeal. What can I do?	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
179	PASS	I am pro se on appeal. What can I do?	The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases, those who cannot afford an attorney do not have a right to appointed counsel and many represent themselves. The guide includes information about each stage of an appeal and contains links to relevant rules and forms. It's available on the Court of Appeals website and in hard copies at the Clerk's Office and Virginia State Law Library. Would you like me to direct you to the guide for self-representation in the Court of Appeals?	"The Virginia Court of Appeals has issued a Self-Represented Litigant Guide to assist people who don't have an attorney for their appeals. In most civil cases
180	FAIL	I am an elderly person and my caretaker is not bathing me. What can I do?	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?	"It sounds like you are looking for information relating to Services for Seniors (including a range of topics like long term care issues
182	FAIL	My Social Security check was stolen. What do I do?	It sounds like you are looking for information relating to Services for Seniors (including a range of topics like long term care issues, public benefits like Medicaid and SSI, Guardianship, abuse/neglect, and more). Is this correct?	"I know
183	FAIL	How do I file for Social Security?	It sounds like you are looking for information relating to Services for Seniors (including a range of topics like long term care issues, public benefits like Medicaid and SSI, Guardianship, abuse/neglect, and more). Is this correct?	"Filing fees in Virginia vary depending on case type and location. There is not one uniform filing fee. If you are low income
188	PASS	How do I recover $3000 someone owes me?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
190	PASS	I've taken my car to a mechanic to get it fixed. He had it three times and it still isn't fixed. I've paid him over $500. What can I do?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
191	FAIL	"I hired a painter to re-finish my cainets. The first time	Hmmm....I'm not sure I understand. I need a little help sometimes. Can you say it in a different way? I understand the best when people ask me short questions or tell me one thing at a time instead of "the whole story."	I wasn't happy with the result. He came back
199	PASS	Can I get credit for my army service?	Below this are a few links related to how Virginia's self-help resources can help you, and how you can qualify. Our phone number and hours are listed on the 'Get Help - Main Page'. For specific office locations, there is a link below for that too.	"Below this are a few links related to how Virginia's self-help resources can help you
200	PASS	I think asbestos was on my Navy ship. How do I check?	It sounds like you are having legal issues regarding Abuse, Stalking, or Neglect. Is this correct?	"It sounds like you are having legal issues regarding Abuse
203	FAIL	What happened to the GI bill?	It sounds like you are looking for information relating to Veterans and/or Military. Is this correct?	I'm here to help you with legal information. How can I assist you today?
204	FAIL	What's probate?	It sounds like you are looking for information relating to Virginia Probate law or proceedings. Is this correct?	"It sounds like you are looking for information relating to Services for Seniors (including a range of topics like long term care issues
207	PASS	My parent had a will. What happens next?	It sounds like you are looking for information relating to Services for Seniors (including a range of topics like long term care issues, public benefits like Medicaid and SSI, Guardianship, abuse/neglect, and more). Is this correct?	"It sounds like you are looking for information relating to Services for Seniors (including a range of topics like long term care issues
